aspect,category,term,count,rank
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Firearms: Other firearms,pistol,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Jumping: From height (building,car,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Jumping: From height (building,high,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Jumping: From height (building,ledge,1,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Jumping: From height (building,medication,1,4
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Jumping: From height (building,speed,1,5
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods,myself,4,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods,and,2,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods,kill,2,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods,an,1,4
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods,aneurysm,1,5
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods,cut,1,6
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods,cutt,1,7
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods,dead,1,8
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods,die,1,9
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods,find,1,10
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods: Blunt force trauma,car,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods: Blunt force trauma,high,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods: Blunt force trauma,ledge,1,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods: Blunt force trauma,medication,1,4
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods: Blunt force trauma,speed,1,5
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods: Other,note,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Other Violent Methods: Other,suicide,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning,of,4,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning,pill,4,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning,alcohol,2,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning,drug,2,4
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning,mg,2,5
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning,more,2,6
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning,off,2,7
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning,or,2,8
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning,suicide,2,9
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning,tylenol,2,10
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning (Overdose of prescription medication),completely,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning (Overdose of prescription medication),die,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning (Overdose of prescription medication),full,1,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning (Overdose of prescription medication),of,1,4
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning (Overdose of prescription medication),oxymorphone,1,5
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning (Overdose of prescription medication),syringe,1,6
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning - Overdose of prescription medication,of,3,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning - Overdose of prescription medication,50mg,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning - Overdose of prescription medication,60mg,1,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning - Overdose of prescription medication,an,1,4
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning - Overdose of prescription medication,bottle,1,5
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning - Overdose of prescription medication,codeine,1,6
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning - Overdose of prescription medication,finish,1,7
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning - Overdose of prescription medication,from,1,8
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning - Overdose of prescription medication,od,1,9
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning - Overdose of prescription medication,opiate,1,10
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning: Overdose of prescription medication,pill,7,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning: Overdose of prescription medication,of,4,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning: Overdose of prescription medication,kill,3,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning: Overdose of prescription medication,myself,3,4
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning: Overdose of prescription medication,overdose,3,5
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning: Overdose of prescription medication,suicide,3,6
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning: Overdose of prescription medication,all,2,7
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning: Overdose of prescription medication,enough,2,8
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning: Overdose of prescription medication,high,2,9
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Poisoning: Overdose of prescription medication,my,2,10
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Sharp Objects,suicide,2,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Sharp Objects,knife,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Sharp Objects,knive,1,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Sharp Objects,medicine,1,4
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Sharp Objects,note,1,5
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Sharp Objects,pill,1,6
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Suffocation: Hanging,bag,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Suffocation: Hanging,exit,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Suffocation: Hanging,for,1,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Suffocation: Hanging,noose,1,4
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Suffocation: Hanging,rope,1,5
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: Suffocation: Hanging,the,1,6
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: other,harm,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: other,self,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: other,suicide,1,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions: other,threat,1,4
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Other Violent Methods,all,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Other Violent Methods,belong,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Other Violent Methods,car,1,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Other Violent Methods,clean,1,4
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Other Violent Methods,desk,1,5
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Other Violent Methods,in,1,6
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Other Violent Methods,my,1,7
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Other Violent Methods,off,1,8
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Other Violent Methods,person,1,9
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Other Violent Methods,the,1,10
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Poisoning,alc,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Poisoning,and,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Poisoning,med,1,3
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Unspecified Suicide attempt,attempt,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide Methods or actions:Unspecified Suicide attempt,suicide,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide or Self Harm Ideation,suicidal,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide or Self Harm Ideation: General Suicidal Ideation (No Specific Action),furniture,1,1
"Methods or actions of Suicide, Self Harm or harming others",Suicide or Self Harm Ideation: General Suicidal Ideation (No Specific Action),kick,1,2
"Methods or actions of Suicide, Self Harm or harming others",Suicide or Self Harm Ideation: General Suicidal Ideation (No Specific Action),kill,1,3
